	p-value	average	sd	rsd
Glucose_2	0.0	0.11347154265920847	0.05404067995069951	0.4762487464632525
Sucrose_1	0.0	0.020688183493210957	0.01011678386182922	0.4890126706943192
Sucrose_4	0.0	0.05988975143173264	0.014266843588296992	0.23821844718389817
Sucrose_5	0.0	0.028971829101628	0.009120020152054145	0.3147892430285552
