sample,isolation,Accession,5.541_67.0557 ,7.060_95.0168 ,9.272_93.0728 ,9.472_91.0566 ,9.653_91.0565 ,10.148_93.0730 ,10.581_105.0363 ,10.873_119.0877 ,11.056_91.0567 ,11.572_91.0564 ,11.844_91.0573 ,11.96_91.0560 ,12.373_91.0575 ,12.618_119.0885 ,12.761_91.0557 ,13.396_91.0579 ,13.604_105.0725_blank ,14.572_91.0565 ,14.537_91.0571 ,14.844_105.0368 ,15.428_68.0279 ,15.562_91.0570 ,18.152_67.0559 ,18.702_97.0318 ,20.136_79.0560 ,20.614_58.0433 ,21.112_119.0858 ,21.260_109.1042 ,21.506_109.1042 ,21.673_129.0932 ,21.813_91.0566 ,22.444_161.1317 ,22.570_91.0567 ,22.891_161.1339 ,23.181_147.1173 ,23.223_93.0721 ,23.403_91.0566 ,23.681_91.0574 ,23.736_145.1019 ,23.997_91.0562 ,24.220_91.0566 ,24.291_119.0873 ,24.374_105.0720 ,24.442_95.0877 ,24.471_105.0723 ,24.500_81.0718 ,24.550_94.0801 ,24.602_117.0716 ,24.619_105.0723 ,24.707_93.0725 ,24.733_105.0717 ,24.814_105.0723 ,24.806_119.8074 ,24.843_161.1344 ,24.859_91.0567 ,25.020_145.1032 ,25.036_159.1160 ,25.153_119.0864 ,25.211_105.0732 ,25.356_105.0726 ,25.421_161.1340 ,25.421_58.0434 ,25.421_119.0869 ,25.508_105.0726 ,25.516_145.0981 ,25.533_105.0721 ,25.585_105.0719 ,25.641_119.0875 ,25.706_91.0568 ,25.779_97.0322 ,25.842_161.1316 ,25.911_105.0725 ,25.968_119.0881 ,26.045_91.0563 ,26.164_119.0865 ,26.200_105.0726 ,26.227_95.0152 ,26.529_131.0872 ,26.595_91.0568 ,26.689_109.1032 ,26.803_111.0836 ,26.833_81.0727 ,27.083_97.0317 ,27.996_91.0565 ,28.382_97.0323 ,30.160_91.0569 ,32.503_159.8606 
22_2_2_rep_LYC140_Stem,stem,LYC140,0,0,0,0,3392317.259,3055786.634,0,0,22093456.92,81512.73578,0,206088.1074,783171.7086,0,5928215.739,892027.5576,0,0,1003503.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_2_rep_LYC140_Stem,stem,LYC140,0,0,0,0,9753681.182,5221212.219,0,0,14768166.18,41618.0871,0,130601.1391,456569.3935,0,3764472.252,548171.9526,0,0,322894.3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_3_LYC140_Stem,stem,LYC140,0,0,0,0,24711858.05,625123.9625,0,0,15566736.35,0,0,226335.5982,0,0,2915629.135,562099.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24_1_PI127826_Stem,stem,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647431.562,0,0,0,0,0,0,0,0,2017559.369,0,0,1542779.628,1214268.7,897635.7494,0,0,659736.823,0,1796628.982,0,33694429.25,0,7897497.74,1393117.108,3814867.092,0,22004462.89,0,906798.7608,0,0,7681997.286,0,54942434.65,0,0,845033.2763,0,0,0,0,0,1679885.429,0,867771.1195,0,0,0,0,0,0,0,0,0,0,0
24_2_PI127826_Stem,stem,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956847.737,0,0,0,0,0,0,0,0,566289.7493,0,0,431800.7855,1391271.834,363682.9987,0,0,0,0,0,0,8237788.649,0,0,479347.3889,793737.1743,0,3271788.514,0,338648.2565,0,0,5438361.084,0,6362899.935,0,0,1029141.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24_3_PI127826_Stem,stem,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953631.8012,0,0,0,0,205563.4975,0,0,0,0,0,0,967109.4536,2743932.821,3094586.176,201578.8003,0,392961.4636,388625.1755,397883.7367,0,8004787.918,0,1590128.583,4767807.415,1232795,0,5413797.152,0,668022.7685,0,0,30804053.42,0,21099792.13,0,0,947654.7554,0,0,0,0,0,2163221.8,0,0,0,0,0,0,0,0,0,0,0,0,0
3_1_LA407_Stem,stem,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19725648.31,0,0,0,0,0,0,0,0,0,0,0,0,0,397832.5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000988.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_2_LA407_Stem,stem,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705509.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30306659.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_3_LA407_Stem,stem,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3895858.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26201424.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_2_LA716_Stem,stem,LA716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988324.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46013255.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_3_rep_LA716_Stem,stem,LA716,0,0,0,0,0,0,0,0,0,0,0,874451.5159,351712.6107,0,457753.3042,0,0,0,0,0,0,0,0,0,0,333490.2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027570.439,0,0,0,0,0,0,0,503748.1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_4_rep_LA716_Stem,stem,LA716,0,69818.13898,0,0,0,0,0,0,0,0,0,2231603.164,261463.066,0,412612.2378,0,0,0,58968.857,0,0,0,0,65944.49776,0,2785441.262,0,0,0,454543.2466,62950.52805,0,0,0,0,0,0,0,0,0,0,0,0,23797.42934,0,0,0,0,0,0,0,0,56052.05146,0,0,0,0,0,0,0,0,2343120.82,0,0,63012.25939,0,0,0,0,658225.7838,0,0,0,0,0,0,115020.9085,0,0,0,0,0,0,0,680418.1984,0,62364.08038
5_1_rep_LA1278_Stem,stem,LA1278,0,0,0,0,750480.1131,0,0,235835.0612,0,0,20431578.84,13739976.89,23771055.2,191400.6058,9566543.644,0,0,111856.4438,157223.3741,0,0,79179.28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128843.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,303135.4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_2_LA1278_Stem,stem,LA1278,0,0,0,0,1081261.926,0,0,945037.8522,0,0,29239924.34,17574505.05,13748501.31,0,43759384.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_3_LA1278_Stem,stem,LA1278,0,0,0,0,984807.3399,0,0,925888.8566,0,0,14606873.97,9271163.25,2415280.13,0,66950092.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_1_rep_LA1364_Stem,stem,LA1364,0,0,0,0,241946.9942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_2_rep_LA1364_Stem,stem,LA1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47929.7879,0,0,0,0,0,0,0,0,0,0,0,0,0,68562.46725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_3_rep_LA1364_Stem,stem,LA1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45547.73273,0,0,0,0,0,0,0,0,0,0,0,0,0,48492.13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496814.0743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_1_rep_LA1401A_Stem,stem,LA1401A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109951.8872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_2_rep_LA1401A_Stem,stem,LA1401A,0,0,0,0,37708.00638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292369.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,35528.5381,0,0,0,0,0,0,0,0,0,0,37932.36341,0,0,0,0,0,0,0,0,0,0,2477574.672,0,0,92242.78994,0,0,52547.6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_3_rep_LA1401A_Stem,stem,LA1401A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_1_LA1401B_Stem,stem,LA1401B,0,0,0,0,43866555.16,1556426.567,0,0,51010753.5,0,0,315209.7796,0,0,7800085.181,2081010.79,0,0,334623.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_2_rep_LA1401B_Stem,stem,LA1401B,0,0,0,0,321669.8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_3_rep_LA1401B_Stem,stem,LA1401B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_1_LA1578_Stem,stem,LA1578,0,0,0,0,382529.4541,0,0,755419.26,0,0,21506760.47,13334454.82,4253435.989,659963.2315,85790047.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_2_LA1578_Stem,stem,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24054543.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_2_2_LA1578_Stem,stem,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5440687.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_3_LA1578_Stem,stem,LA1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11768712.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_2_C32_Leaf,leaf,C32,0,0,0,0,141216.9566,0,0,0,0,0,153249.3959,0,0,534234.717,178166.7471,131797.8345,574203.0986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_3_C32_Leaf,leaf,C32,0,0,0,0,75290.16391,0,0,0,0,0,246853.5238,301911.1984,301503.7609,278129.714,955730.4672,55668.83097,435336.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154526.0385,0,0,0,0,0,0,0,0,0,53953.30459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_4_C32_Leaf,leaf,C32,0,0,0,0,65083.96482,0,0,130468.5484,0,0,104228.8239,56366.02034,658054.4988,718221.1994,2903526.44,127612.6701,427093.3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91989.3452,0,0,0,0,0,0,0,669037.8205,0,0,0,0,0,0,0,0,69410.72791,194843.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_5_C32_Leaf,leaf,C32,0,0,0,0,71252.0013,0,0,0,0,0,257543.5974,67265.87536,0,404551.9224,318929.937,0,486108.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129299.9604,0,0,0,0,0,0,0,0,0,53314.43454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1278_1_LA1278_Leaf,leaf,LA1278,0,0,0,0,114128.8156,0,27289.72072,0,95651.24456,0,0,0,0,164681.414,105156.9893,58057.39634,243716.3173,0,0,321284.1924,0,0,0,0,0,0,0,0,0,0,0,120765.3723,37648.73703,0,0,0,0,0,0,1145230.171,50038.63949,0,0,0,125745.2847,0,0,0,117102.7913,550355.1759,0,0,0,0,0,0,0,0,0,126403.9505,76739.55293,0,0,80771.38587,0,59299.87951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36615.82934,0,0,0,0,0,0
LA1278_2_LA1278_Leaf,leaf,LA1278,218085.2962,0,0,0,84415.73263,0,558100.4564,0,0,0,0,0,0,213809.8149,77934.5891,0,220870.0788,0,0,298843.9909,0,0,0,0,0,0,0,0,0,0,0,38479.33201,0,0,0,0,0,0,0,153545.547,0,0,0,0,0,0,0,0,0,157635.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1278_3_LA1278_Leaf,leaf,LA1278,304016.6951,0,0,0,148568.8208,0,446917.6576,0,128232.7859,0,0,0,0,599354.2731,165518.8624,81049.70531,365854.5689,0,0,502953.8392,0,0,0,0,0,0,0,0,0,0,0,111262.6693,0,0,0,0,0,0,0,752359.6819,34756.619,0,0,0,95476.98112,0,0,0,109315.3885,557885.8926,0,0,0,0,0,0,0,0,0,144995.4603,91776.47856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1278_4_LA1278_Leaf,leaf,LA1278,415433.1545,0,0,0,180183.3909,0,2168852.247,0,0,0,0,0,0,335189.2163,124731.6135,68661.85937,340897.1944,0,0,464718.4551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49338.45987,0,0,0,0,251170.969,0,0,0,0,148812.7688,0,0,0,240206.8668,97919.39995,0,0,0,0,0,0,0,0,0,299718.6845,151424.2186,0,0,45039.20282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364_2_lv_LA1364_Leaf,leaf,LA1364,0,0,168308.1668,62192.80561,63499.17302,112064.1913,0,0,0,233027.3358,54095.48694,6429549.033,2201696.035,109775.3492,4671305.354,2000774.568,191625.7455,57291.22871,186813.2391,0,0,0,132464.0361,0,16953.08619,0,0,0,0,0,0,25579.42968,0,0,14853.18155,0,0,0,0,178143.7099,0,0,0,0,0,0,0,0,32672.68084,58951.17903,0,40724.1147,0,0,0,0,0,0,0,37217.97572,38543.23688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364_4_lv_LA1364_Leaf,leaf,LA1364,0,0,59048.00667,0,28738.78154,93927.32356,0,0,0,205200.1462,0,116414.5962,92679.71205,0,164913.3918,537037.9048,137977.0895,0,27904.79864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17937.35791,0,0,0,0,0,0,0,0,0,0,0,31180.19921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364_5_lv_LA1364_Leaf,leaf,LA1364,0,0,45757.53702,0,16979.83317,89248.90095,0,0,0,138757.4484,40467.80408,123483.9807,116694.4423,17138.49522,164308.0259,280053.4895,131958.9291,0,42683.08556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168121.9024,0,0,0,0,0,0,0,0,20476.38555,49122.36996,0,0,0,0,0,0,0,0,0,34708.07224,25146.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364-3-lv_LA1364_Leaf,leaf,LA1364,0,0,145001.2976,119149.0604,0,66479.97462,0,0,0,1919358.338,216033.8469,16166049.49,6526114.249,134902.2073,6861619.78,6834695.39,167751.1359,55650.90816,72199.20773,0,0,0,313094.6099,0,0,0,0,0,0,0,0,75946.85335,18066.91075,0,34735.78674,0,0,0,0,60174.15349,34273.03397,0,0,0,28302.87155,0,0,0,110812.993,215411.4119,0,101642.6671,0,0,0,0,0,0,0,94903.42259,113162.6039,0,0,29189.27121,0,17470.54627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22244.72092,0,0,0,0,0,0
LA1401_chees_1_LA1401_chees_Leaf,leaf,LA1401_chees,0,0,0,0,998894.105,0,97379.1688,0,102854.8774,0,0,0,0,76360.77201,65968.63152,129726.1693,387630.7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75632.41172,0,0,0,0,0,0,0,506392.4881,0,0,0,0,0,0,0,0,0,240957.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75177.18655,0,0,0,0,0,0,74123.66542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_chees_2_LA1401_chees_Leaf,leaf,LA1401_chees,0,0,0,0,240338.143,0,0,0,0,0,0,0,0,36993.53233,0,66318.7697,226224.6861,0,0,26873.97902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30014.18575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_chees_3_LA1401_chees_Leaf,leaf,LA1401_chees,0,0,0,0,134441.2212,0,0,0,0,0,0,0,0,21691.77963,0,47548.2803,206755.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88490.88524,0,0,0,0,0,0,0,0,0,28888.82021,0,0,0,0,0,0,0,0,0,0,32193.75492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40535.77922,0,0,0,0,0,0,0,0,0,0,0
LA1401_chees_4_LA1401_chees_Leaf,leaf,LA1401_chees,0,0,0,0,187216.6335,0,0,0,0,0,0,0,0,212488.4768,69729.78806,152591.9662,637700.3187,0,0,136854.4516,0,0,0,0,0,0,0,0,0,0,0,67156.69375,0,0,0,0,0,0,0,315337.5119,0,0,0,0,0,0,0,0,0,205591.3029,0,0,0,0,0,0,0,0,0,59757.71303,76189.21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_gal_1_lv_LA1401_gal_Leaf,leaf,LA1401_gal,0,0,0,0,199657.4835,0,0,0,0,0,0,0,0,266931.8141,117721.1055,37890.41528,293121.3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80883.5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_gal_3_lv_LA1401_gal_Leaf,leaf,LA1401_gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125530.6515,347679.8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_gal_4_LA1401_gal_Leaf,leaf,LA1401_gal,0,0,0,0,0,0,0,0,0,0,165299.8009,0,0,969008.035,349013.69,153424.0483,1413534.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_1_LA1578_Leaf,leaf,LA1578,0,0,0,0,954131.4142,0,0,0,0,0,639181.8679,1180734.547,704592.1931,825723.7929,2579823.607,112033.4951,751473.9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63465.12826,0,0,0,0,0,0,0,490214.2535,0,0,0,0,0,0,0,0,0,147059.3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_2_lv_LA1578_Leaf,leaf,LA1578,64048.34826,0,0,0,33377.007,0,0,91907.08047,0,0,33211.24487,320883.4012,169628.1309,172210.8118,2461032.918,47563.03705,226259.9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143298.688,0,0,43183.70851,0,0,0,0,1320129.605,72748.18651,0,0,0,63577.7977,0,0,0,187648.0786,588610.6302,0,0,0,0,0,0,0,0,0,164195.4108,177841.3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47477.4824,0,0,0,0,0,0
LA1578_3_lv_LA1578_Leaf,leaf,LA1578,0,0,0,0,0,0,0,31781.97435,0,0,150715.2794,203965.0324,200981.8868,92815.68415,546042.4599,0,129621.9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176235.0635,0,0,0,0,0,0,0,0,0,53159.17161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_4_LA1578_Leaf,leaf,LA1578,0,0,0,0,66964.59317,0,0,0,0,0,70785.39578,0,0,413618.6408,110725.0722,70237.97085,289308.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85610.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_5_lv_LA1578_Leaf,leaf,LA1578,0,0,0,0,52483.41172,0,0,0,0,0,60335.56893,137808.0991,144548.585,80799.71545,325171.6869,0,173318.9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158131.3296,0,0,0,0,0,0,0,0,0,57603.36269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1718_1_LA1718_Leaf,leaf,LA1718,0,0,0,0,1259624.157,0,0,0,0,0,10508625.48,7741658.687,4876222.779,953016.7886,23997297.22,155406.8589,551715.8877,173879.3194,70202.95168,124986.8468,0,0,0,0,0,0,0,0,0,0,0,0,0,935608.5851,0,0,0,0,0,132690.0402,0,0,0,0,0,0,0,0,0,242967.3352,0,0,72154.08948,0,88257.31121,0,0,0,0,0,0,0,0,0,0,608957.7097,1179450.131,0,0,0,189716.4769,0,930464.6763,0,113153.3228,119754.25,0,0,0,0,0,75448.21824,0,0,0,0,0
LA1718_2_LA1718_Leaf,leaf,LA1718,0,0,0,0,430011.5003,0,0,0,0,0,190867.5377,51395.17558,0,359692.8467,315810.191,0,632629.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189060.4969,0,0,0,0,0,97901.25093,0,0,0,0,0,0,0,0,0,76436.90846,0,0,0,0,0,0,0,0,0,103817.7043,166908.1947,0,0,59669.03751,0,125768.205,180960.9181,0,0,0,104056.197,0,326175.4504,0,0,171301.9639,0,0,0,0,0,0,0,0,0,0,0
LA1718_3_LA1718_Leaf,leaf,LA1718,0,0,0,0,302411.5799,0,0,0,0,0,126830.2582,0,0,592513.6901,80463.59557,0,493888.9076,0,0,0,0,0,0,0,0,0,0,0,0,0,65352.45483,0,0,0,0,0,0,0,0,0,0,0,0,0,88073.80846,0,0,0,86682.90793,0,0,0,152104.9078,0,0,0,121415.6811,0,0,263347.145,255667.3871,0,0,789355.9199,0,510152.5088,138960.8978,0,51195.07445,0,0,123144.3718,253978.4365,0,258459.1232,94720.32599,0,0,605369.585,0,0,0,0,0,0,0,0
