genotype	plant	side	leaf.disk	name	date	glandular	non.glandular	typeVI	typeIandIV	typeVII	all	area.mm2
S.hab PI127826 	2	adaxial	1	Sanne	02-Feb	15	8	10	5	0	23	12.56637061
S.hab PI127826 	2	adaxial	2	Sanne	02-Feb	22	11	17	5	0	33	12.56637061
S.hab PI127826 	2	abaxial	1	Sanne	02-Feb	45	11	3	42	0	56	12.56637061
S.hab PI127826 	2	abaxial	2	Sanne	02-Feb	32	9	5	27	0	41	12.56637061
S.hab PI127826 	4	adaxial	1	Michelle	02-Feb	117	280	97	20	0	397	12.56637061
S.hab PI127826 	4	adaxial	2	Michelle	02-Feb	52	192	42	10	0	244	12.56637061
S.hab PI127826 	4	abaxial	1	Michelle	02-Feb	111	250	77	34	0	361	12.56637061
S.hab PI127826 	4	abaxial	2	Michelle	02-Feb	39	250	24	15	0	289	12.56637061
S.hab PI134418 	1	adaxial	1	Sanne	30-Jan	30	11	27	3	0	41	12.56637061
S.hab PI134418 	1	adaxial	2	Sanne	30-Jan	12	13	8	3	0	25	12.56637061
S.hab PI134418 	1	abaxial	1	Sanne	30-Jan	33	38	26	7	0	71	12.56637061
S.hab PI134418 	1	abaxial	2	Sanne	30-Jan	20	19	11	9	0	39	12.56637061
S.hab PI134418 	2	adaxial	1	Aleksandra	31-Jan	44	20	44	0	0	64	12.56637061
S.hab PI134418 	2	adaxial	2	Aleksandra	31-Jan	45	37	45	0	0	82	12.56637061
S.hab PI134418 	2	abaxial	1	Aleksandra	31-Jan	170	76	40	130	0	246	12.56637061
S.hab PI134418 	2	abaxial	2	Aleksandra	31-Jan	149	107	36	113	0	256	12.56637061
S.hab PI134418 	3	adaxial	1	Ruy	01-Feb	17	12	16	0	1	29	12.56637061
S.hab PI134418 	3	adaxial	2	Ruy	01-Feb	26	7	20	0	6	33	12.56637061
S.hab PI134418 	3	abaxial	1	Ruy	01-Feb	34	9	1	33	0	43	12.56637061
S.hab PI134418 	3	abaxial	2	Ruy	01-Feb	25	13	5	20	0	38	12.56637061
S.hab PI134418 	4	adaxial	1	Marc	02-Feb	5	3	47	36	0	8	12.56637061
S.hab PI134418 	4	adaxial	2	Marc	02-Feb	4	7	34	21	0	11	12.56637061
S.hab PI134418 	4	abaxial	1	Marc	02-Feb	2	2	44	141	0	4	12.56637061
S.hab PI134418 	4	abaxial	2	Marc	02-Feb	0	1	48	123	0	1	12.56637061
S.hab PI134418 	5	adaxial	1	Aleksandra	02-Feb	78	8	77	0	1	86	12.56637061
S.hab PI134418 	5	adaxial	2	Aleksandra	02-Feb	82	9	78	3	1	91	12.56637061
S.hab PI134418 	5	abaxial	1	Aleksandra	02-Feb	133	77	35	98	0	210	12.56637061
S.hab PI134418 	5	abaxial	2	Aleksandra	02-Feb	153	108	58	95	0	261	12.56637061
S.hab LYC4 	1	adaxial	1	Sanne	30-Jan	53	23	38	15	0	76	12.56637061
S.hab LYC4 	1	adaxial	2	Sanne	30-Jan	43	20	33	10	0	63	12.56637061
S.hab LYC4 	1	abaxial	1	Sanne	30-Jan	120	20	25	95	0	140	12.56637061
S.hab LYC4 	1	abaxial	2	Sanne	30-Jan	135	19	32	103	0	154	12.56637061
S.hab LYC4 	4	adaxial	1	Aleksandra	30-Jan	62	4	55	6	0	66	12.56637061
S.hab LYC4 	4	adaxial	2	Aleksandra	30-Jan	41	7	40	1	0	48	12.56637061
S.hab LYC4 	4	abaxial	1	Aleksandra	30-Jan	284	0	64	220	0	284	12.56637061
S.hab LYC4 	4	abaxial	2	Aleksandra	30-Jan	312	0	37	273	0	312	12.56637061
S.hab LYC4 	5	adaxial	1	Marc	31-Jan	82	14	82	0	0	96	12.56637061
S.hab LYC4 	5	adaxial	2	Marc	31-Jan	98	13	70	28	0	111	12.56637061
S.hab LYC4 	5	abaxial	1	Marc	31-Jan	426	0	34	426	0	426	12.56637061
S.hab LYC4 	5	abaxial	2	Marc	31-Jan	250	6	71	179	0	256	12.56637061
S.hab LYC4 	3	adaxial	1	Sanne	01-Feb	94	25	73	21	0	119	12.56637061
S.hab LYC4 	3	adaxial	2	Sanne	01-Feb	89	14	77	12	0	103	12.56637061
S.hab LYC4 	3	abaxial	1	Sanne	01-Feb	278	47	104	174	0	325	12.56637061
S.hab LYC4 	3	abaxial	2	Sanne	01-Feb	242	45	80	162	0	287	12.56637061
S.hab LYC4 	2	adaxial	1	Michelle	02-Feb	88	66	76	12	0	154	12.56637061
S.hab LYC4 	2	adaxial	2	Michelle	02-Feb	49	22	28	21	0	71	12.56637061
S.hab LYC4 	2	abaxial	1	Michelle	02-Feb	39	400	19	20	0	439	12.56637061
S.hab LYC4 	2	abaxial	2	Michelle	02-Feb	59	350	20	39	0	409	12.56637061
S.lyc MM	2	adaxial	1	Marc	30-Jan	42	135	38	0	0	177	12.56637061
S.lyc MM	2	adaxial	2	Marc	30-Jan	47	96	46	0	0	143	12.56637061
S.lyc MM	2	abaxial	1	Marc	30-Jan	5	78	5	0	0	83	12.56637061
S.lyc MM	3	adaxial	1	Ruy	31-Jan	37	73	37	0	0	110	12.56637061
S.lyc MM	3	adaxial	2	Ruy	31-Jan	40	90	40	0	0	130	12.56637061
S.lyc MM	3	abaxial	1	Ruy	31-Jan	12	204	12	0	0	216	12.56637061
S.lyc MM	3	abaxial	2	Ruy	31-Jan	27	408	27	0	0	435	12.56637061
S.lyc MM	1	adaxial	1	Aleksandra	01-Feb	24	186	24	0	0	210	12.56637061
S.lyc MM	1	adaxial	2	Aleksandra	01-Feb	41	214	41	0	0	255	12.56637061
S.lyc MM	1	abaxial	1	Aleksandra	01-Feb	32	285	32	0	0	317	12.56637061
S.lyc MM	1	abaxial	2	Aleksandra	01-Feb	30	426	30	0	0	456	12.56637061
S.lyc MM	4	adaxial	1	Ruy	02-Feb	12	96	11	0	1	108	12.56637061
S.lyc MM	4	adaxial	2	Ruy	02-Feb	63	158	57	0	5	221	12.56637061
S.lyc MM	4	abaxial	1	Ruy	02-Feb	6	380	6	0	0	386	12.56637061
S.lyc MM	4	abaxial	2	Ruy	02-Feb	3	257	3	0	0	260	12.56637061
S.lyc MM	5	adaxial	1	Sanne	02-Feb	40	244	48	0	0	284	12.56637061
S.lyc MM	5	adaxial	2	Sanne	02-Feb	32	201	32	0	0	233	12.56637061
S.lyc MM	5	abaxial	1	Sanne	02-Feb	62	522	62	0	0	584	12.56637061
S.lyc MM	5	abaxial	2	Sanne	02-Feb	44	498	44	0	0	542	12.56637061
S.hab PI127826 	1	adaxial	1	Ruy	30-Jan	160	2	71	89	0	162	12.56637061
S.hab PI127826 	1	adaxial	2	Ruy	30-Jan	130	4	33	97	0	134	12.56637061
S.hab PI127826 	1	abaxial	1	Ruy	30-Jan	114	1	15	99	0	115	12.56637061
S.hab PI127826 	1	abaxial	2	Ruy	30-Jan	114	2	24	90	0	116	12.56637061
S.hab PI127826 	2	adaxial	1	Sanne	01-Feb	199	0	129	70	0	199	12.56637061
S.hab PI127826 	2	adaxial	2	Sanne	01-Feb	172	0	69	103	0	172	12.56637061
S.hab PI127826 	2	abaxial	1	Sanne	01-Feb	216	0	75	141	0	216	12.56637061
S.hab PI127826 	2	abaxial	2	Sanne	01-Feb	154	0	34	120	0	154	12.56637061
S.hab PI127826 	3	adaxial	1	Michelle	01-Feb	85	76	70	15	0	161	12.56637061
S.hab PI127826 	3	adaxial	2	Michelle	01-Feb	95	100	80	15	0	195	12.56637061
S.hab PI127826 	3	abaxial	1	Michelle	01-Feb	167	70	77	90	0	237	12.56637061
S.hab PI127826 	3	abaxial	2	Michelle	01-Feb	138	70	43	95	0	208	12.56637061
S.hab PI127826 	4	adaxial	1	Marc	02-Feb	110	18	17	82	0	128	12.56637061
S.hab PI127826 	4	adaxial	2	Marc	02-Feb	73	3	23	49	0	76	12.56637061
S.hab PI127826 	4	abaxial	1	Marc	02-Feb	13	0	43	228	0	13	12.56637061
S.hab PI127826 	4	abaxial	2	Marc	02-Feb	134	0	27	98	0	134	12.56637061
S.hab PI127826 	5	adaxial	1	Sanne	02-Feb	154	42	91	63	0	196	12.56637061
S.hab PI127826 	5	adaxial	2	Sanne	02-Feb	143	34	90	53	0	177	12.56637061
S.hab PI127826 	5	abaxial	1	Sanne	02-Feb	137	30	87	50	0	167	12.56637061
S.hab PI127826 	5	abaxial	2	Sanne	02-Feb	68	23	29	39	0	91	12.56637061
S.per LA1278 	1	adaxial	1	Sanne	18-Apr	6	168	6	0	0	174	12.56637061
S.per LA1278 	1	abaxial	2	Sanne	18-Apr	8	122	8	0	0	130	12.56637061
S.per LA1278 	1	adaxial	1	Sanne	18-Apr	1	234	1	0	0	235	12.56637061
S.per LA1278 	1	abaxial	2	Sanne	18-Apr	0	197	0	0	0	197	12.56637061
S.per LA1278 	2	adaxial	1	Sanne	18-Apr	12	162	12	0	0	174	12.56637061
S.per LA1278 	2	abaxial	2	Sanne	18-Apr	10	120	10	0	0	130	12.56637061
S.per LA1278 	2	adaxial	1	Sanne	18-Apr	6	250	6	0	0	256	12.56637061
S.per LA1278 	2	abaxial	2	Sanne	18-Apr	3	216	3	0	0	219	12.56637061
S.per LA1278 	3	adaxial	1	Sanne	18-Apr	13	195	13	0	0	208	12.56637061
S.per LA1278 	3	abaxial	2	Sanne	18-Apr	6	94	6	0	0	100	12.56637061
S.per LA1278 	3	adaxial	1	Sanne	18-Apr	9	154	9	0	0	163	12.56637061
S.per LA1278 	3	abaxial	2	Sanne	18-Apr	4	111	4	0	0	115	12.56637061
S.per LA1278 	4	adaxial	1	Sanne	18-Apr	13	298	13	0	0	311	12.56637061
S.per LA1278 	4	abaxial	2	Sanne	18-Apr	5	315	5	0	0	320	12.56637061
S.per LA1278 	4	adaxial	1	Sanne	18-Apr	3	384	3	0	0	387	12.56637061
S.per LA1278 	4	abaxial	2	Sanne	18-Apr	0	357	0	0	0	357	12.56637061
