sample,accession,5.541_67.0557 ,7.060_95.0168 ,9.272_93.0728 ,9.472_91.0566 ,9.653_91.0565  -> RT = 9.678,10.148_93.0730 ,10.581_105.0363 ,10.873_119.0877 ,11.056_91.0567 ,11.572_91.0564 ,11.844_91.0573 ,11.96_91.0560 ,12.373_91.0575 ,12.618_119.0885 ,12.761_91.0557 ,13.396_91.0579 ,13.604_105.0725_blank ,14.572_91.0565 ,14.537_91.0571 ,14.844_105.0368 ,15.428_68.0279 ,15.562_91.0570 ,18.152_67.0559 ,18.702_97.0318 ,20.136_79.0560 ,20.614_58.0433 ,21.112_119.0858 ,21.260_109.1042 ,21.506_109.1042 ,21.673_129.0932 ,21.813_91.0566 ,22.444_161.1317 ,22.570_91.0567 ,22.891_161.1339 ,23.181_147.1173 ,23.223_93.0721 ,23.403_91.0566 ,23.681_91.0574 ,23.736_145.1019 ,23.997_91.0562 ,24.220_91.0566 ,24.291_119.0873 ,24.374_105.0720 ,24.442_95.0877 ,24.471_105.0723 ,24.500_81.0718 ,24.550_94.0801 ,24.602_117.0716 ,24.619_105.0723 ,24.707_93.0725 ,24.733_105.0717 ,24.806_119.8074 ,24.814_105.0723 ,24.843_161.1344 ,24.859_91.0567 ,25.020_145.1032 ,25.036_159.1160 ,25.153_119.0864 ,25.211_105.0732 ,25.356_105.0726 ,25.421_161.1340 ,25.421_58.0434 ,25.421_119.0869 ,25.508_105.0726 ,25.516_145.0981 ,25.533_105.0721 ,25.585_105.0719 ,25.641_119.0875 ,25.706_91.0568 ,25.779_97.0322 ,25.842_161.1316 ,25.911_105.0725 ,25.968_119.0881 ,26.045_91.0563 ,26.164_119.0865 ,26.200_105.0726 ,26.227_95.0152 ,26.529_131.0872 ,26.595_91.0568 ,26.689_109.1032 ,26.803_111.0836 ,26.833_81.0727 ,27.083_97.0317 ,27.996_91.0565 ,28.382_97.0323 ,30.160_91.0569 ,32.503_159.8606 
LYC4_4_10x,LYC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14906408.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57608354.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_5_5x,LA0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188237.504,0,0,0,0,0,0,0,0,5687796.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238370.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_4_5x,LA0407,0,0,0,0,0,0,0,0,0,0,0,0,0,1921473.656,0,0,0,0,0,0,0,0,0,0,0,5258971.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709204.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_3_5x,LA0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5590967.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000918.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_2_5x,LA0407,0,0,0,0,1690288.292,0,0,0,0,0,0,0,0,4670841.117,0,0,1266045.974,0,0,0,0,0,0,0,0,1821402.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242005.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_4,LA1401,0,0,0,0,187216.6335,0,0,0,0,0,0,0,0,212488.4768,69729.78806,152591.9662,637700.3187,0,0,136854.4516,0,0,0,0,0,0,0,0,0,0,0,67156.69375,0,0,0,0,0,0,0,315337.5119,0,0,0,0,0,0,0,0,0,205591.3029,0,0,0,0,0,0,0,0,0,59757.71303,76189.21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyc140_1,LA0735,0,0,0,0,47020.8884,0,0,0,0,0,163890.8455,57937.11033,0,225560.1236,259230.7676,0,277294.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69959.70611,0,0,0,0,48481.30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45766.99804,62178.21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364_5_lv,LA1364,0,0,45757.53702,0,16979.83317,89248.90095,0,0,0,138757.4484,40467.80408,123483.9807,116694.4423,17138.49522,164308.0259,280053.4895,131958.9291,0,42683.08556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168121.9024,0,0,0,0,0,0,0,0,20476.38555,49122.36996,0,0,0,0,0,0,0,0,0,34708.07224,25146.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1364_4_lv,LA1364,0,0,59048.00667,0,28738.78154,93927.32356,0,0,0,205200.1462,0,116414.5962,92679.71205,0,164913.3918,537037.9048,137977.0895,0,27904.79864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17937.35791,0,0,0,0,0,0,0,0,0,0,0,31180.19921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1278_2,LA1278,218085.2962,0,0,0,84415.73263,0,558100.4564,0,0,0,0,0,0,213809.8149,77934.5891,0,220870.0788,0,0,298843.9909,0,0,0,0,0,0,0,0,0,0,0,38479.33201,0,0,0,0,0,0,0,153545.547,0,0,0,0,0,0,0,0,0,157635.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_4,MM,0,0,0,0,65083.96482,0,0,130468.5484,0,0,104228.8239,56366.02034,658054.4988,718221.1994,2903526.44,127612.6701,427093.3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91989.3452,0,0,0,0,0,0,0,669037.8205,0,0,0,0,0,0,0,0,69410.72791,194843.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_1,LA1578,0,0,0,0,954131.4142,0,0,0,0,0,639181.8679,1180734.547,704592.1931,825723.7929,2579823.607,112033.4951,751473.9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63465.12826,0,0,0,0,0,0,0,490214.2535,0,0,0,0,0,0,0,0,0,147059.3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA4024_2,LA4024,0,0,0,0,288663.7961,0,0,331419.2979,0,0,167069.818,1176238.244,1463233.908,262281.6497,1043326.633,0,168686.6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405561.3415,0,0,0,0,0,0,0,0,0,139712.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_1,LA2133,0,0,0,0,403040.7777,0,0,0,0,0,438729.8848,428816.2439,262481.9547,310262.7734,946112.9533,61415.73756,506767.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265841.8487,0,0,0,0,0,0,0,0,0,99712.66933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_5_lv,LA1578,0,0,0,0,52483.41172,0,0,0,0,0,60335.56893,137808.0991,144548.585,80799.71545,325171.6869,0,173318.9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158131.3296,0,0,0,0,0,0,0,0,0,57603.36269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_3,MM,0,0,0,0,75290.16391,0,0,0,0,0,246853.5238,301911.1984,301503.7609,278129.714,955730.4672,55668.83097,435336.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154526.0385,0,0,0,0,0,0,0,0,0,53953.30459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_5,MM,0,0,0,0,71252.0013,0,0,0,0,0,257543.5974,67265.87536,0,404551.9224,318929.937,0,486108.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129299.9604,0,0,0,0,0,0,0,0,0,53314.43454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_3_lv,LA1578,0,0,0,0,0,0,0,31781.97435,0,0,150715.2794,203965.0324,200981.8868,92815.68415,546042.4599,0,129621.9037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176235.0635,0,0,0,0,0,0,0,0,0,53159.17161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_2_lv,LA2133,0,0,0,0,156404.6513,0,0,0,0,0,95123.34527,58755.09852,57446.29037,61356.09503,153130.5534,28158.07246,106104.8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81416.17675,0,0,0,0,0,0,0,0,0,29583.21911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_1,LA1840,0,0,66771.14602,35030.80359,22771.73449,94193.731,0,0,0,112392.4405,130317.2043,1135367.863,170465.8112,111025.8251,730890.1822,161369.5695,88154.47401,23064.35829,48454.14182,0,0,0,36453.4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50567.88176,0,0,0,0,0,0,0,0,0,16390.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2695_1_lv,LA2695,0,0,0,0,25.94071617,0,0,0,0,0,0,5.872999799,0,12.47604027,7.62154989,0,45.23638185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018796204,0,0,0,0,0,0,0,18.86156222,0,0,0,0,0,0,0,0,0,8.901454948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1578_4,LA1578,0,0,0,0,66964.59317,0,0,0,0,0,70785.39578,0,0,413618.6408,110725.0722,70237.97085,289308.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85610.5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_3,LA1840,0,0,0,0,81153.40512,0,0,0,0,35620.3685,0,185626.1823,65087.47452,67453.68866,152084.544,103975.2088,220013.6869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40584.99537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1401_2,LA1401,0,0,0,0,240338.143,0,0,0,0,0,0,0,0,36993.53233,0,66318.7697,226224.6861,0,0,26873.97902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30014.18575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_4,LA1840,0,0,0,0,80214.38577,0,0,0,0,0,0,0,0,31352.83099,27210.45695,476036.412,198350.7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C32_2,MM,0,0,0,0,141216.9566,0,0,0,0,0,153249.3959,0,0,534234.717,178166.7471,131797.8345,574203.0986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC140_5,LA0735,0,0,0,0,87465.58581,0,0,0,0,0,213465.646,132895.7889,132577.5244,100800.0481,328195.8821,127436.3303,224351.9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954_2,LA1954,0,0,0,0,190153.9371,0,0,0,0,0,165765.6696,0,0,494723.2833,0,104404.5046,968146.7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_2,LA1840,0,0,0,0,107671.1794,0,0,0,0,0,0,149226.8299,68160.95036,27791.05145,120521.7616,83580.66087,226320.4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2695_3,LA2695,0,0,0,0,494679.7386,0,0,0,0,0,187692.2478,0,0,624026.7845,170417.2099,81037.66612,843919.9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC140_4,LA0735,0,0,0,0,72579.29728,0,0,0,0,0,67695.36954,0,0,164234.5634,0,50318.44791,379607.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954-4-lv,LA1954,0,0,0,0,103643.3716,0,0,0,0,0,0,0,0,0,0,42081.59815,198779.2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_5,LA1840,0,0,0,0,399418.7433,0,0,0,0,26605.98348,0,53799.45114,0,68632.25168,87318.94843,36898.70629,143059.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2695_5,LA2695,0,0,0,0,47421.65978,0,0,0,0,0,79483.6214,0,0,358098.7819,104447.8252,0,403539.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_3_lv,LA2133,0,0,0,0,0,0,0,0,0,0,46726.46763,0,0,0,73747.65227,0,141866.8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954_3_lv,LA1954,74795.30386,0,0,0,42375.04965,0,0,0,0,0,0,0,0,0,0,0,242614.5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
